Geographic Location,city_lat,city_lon,ann_rain_inch,ann_snow_inch,min_jan,min_feb,min_mar,min_apr,min_may,min_jun,min_jul,min_aug,min_sep,min_oct,min_nov,min_dec,max_jan,max_feb,max_mar,max_apr,max_may,max_jun,max_jul,max_aug,max_sep,max_oct,max_nov,max_dec
"Piscataway, NJ",40.5462553,-74.4660408,48.93,1.79,23.0,25.2,31.8,41.0,50.3,60.0,65.3,63.7,56.1,44.5,36.3,27.8,39.3,43.0,52.4,63.9,73.9,82.5,86.9,85.2,77.9,65.7,54.7,43.3
"Randolph, MA",42.1618005,-71.0424838,52.23,5.54,17.1,19.1,26.6,37.7,47.8,57.1,62.9,61.8,54.6,42.9,33.5,23.6,33.8,36.8,44.3,55.7,66.3,75.0,80.8,79.2,71.6,60.3,50.0,39.1
"Clearwater, FL",27.9658533,-82.8001026,52.62,0.0,52.3,54.9,58.9,63.4,69.4,74.5,75.9,76.2,74.9,69.3,62.0,55.1,70.5,73.2,76.5,81.5,86.2,90.0,90.5,90.6,88.8,84.4,77.7,72.4
"Lancaster, CA",34.6981064,-118.1366153,7.38,0.0,31.1,34.9,39.3,44.9,54.0,61.3,66.8,64.3,56.6,45.9,35.9,29.7,58.7,61.7,67.1,73.2,82.3,90.9,97.8,97.5,90.7,79.4,66.9,57.9
"Sydney, NSW       ",46.7308155,-98.7698262,20.31,3.9,0.3,5.2,17.6,30.0,42.5,53.0,58.3,55.2,44.9,32.8,18.7,5.6,18.5,23.7,36.0,54.3,67.7,76.3,82.2,81.1,70.2,55.2,36.5,21.8
"Columbia, MD",39.2156213,-76.8582049,41.84,0.8,22.7,24.3,30.8,39.8,49.5,59.2,63.5,61.7,54.2,41.5,33.6,25.5,43.1,46.4,55.3,66.9,75.8,84.3,88.1,85.8,79.6,68.4,57.6,46.2
"Rochester, NY",43.157285,-77.615214,33.64,5.15,17.6,18.6,25.8,36.6,46.3,55.9,60.7,59.5,52.0,41.5,33.0,23.5,31.7,34.1,42.8,56.0,67.6,76.6,81.0,79.1,71.6,59.6,48.0,36.5
"Riverside, CA",33.9533546,-117.3961623,10.33,0.0,43.3,44.2,46.5,50.4,55.6,59.7,63.9,64.5,61.9,54.9,46.9,42.5,66.5,67.2,71.0,75.3,80.2,84.8,92.9,94.3,90.3,81.8,73.8,66.6
"Litchfield Park, AZ",33.4933796,-112.3581244,8.76,0,41.9,45.1,50.0,55.7,63.8,72.0,79.5,79.0,71.8,59.4,47.9,40.9,65.1,69.5,76.0,84.6,94.3,102.7,105.2,103.3,98.1,87.4,73.5,63.6
"Seguin, TX",29.5688411,-97.9647269,33.09,0.04,38.1,40.7,47.9,55.9,64.4,70.1,72.5,71.8,66.4,56.6,47.5,39.3,61.2,65.1,71.9,78.9,85.4,90.3,93.3,94.8,89.3,80.8,70.9,62.5
"Westerville, OH",40.126139,-82.9295287,39.14,1.6,21.0,23.5,31.0,41.0,50.7,59.7,63.6,62.1,54.5,43.3,34.8,25.3,36.6,41.3,52.3,65.5,74.2,82.6,85.5,84.3,78.2,66.5,53.4,40.4
"Fort Lauderdale, FL",26.1223084,-80.1433786,63.49,0.0,59.3,60.7,63.1,66.6,71.6,75.0,75.6,76.1,75.5,72.9,67.4,61.8,76.0,77.4,78.9,82.0,85.0,88.0,89.6,90.1,88.9,85.5,81.2,77.3
"Casper, WY",42.866632,-106.313081,12.47,7.34,15.4,17.4,24.3,31.6,41.0,50.1,56.3,55.4,44.1,34.1,25.0,16.5,37.2,39.1,47.9,57.2,67.6,78.7,88.0,86.7,74.8,60.6,46.3,36.7
"Kapolei, HI",21.3340079,-158.0778491,17.82,0.0,64.8,65.0,65.6,67.9,68.6,70.9,72.3,72.9,72.2,71.3,70.1,66.7,81.9,82.2,82.8,84.2,86.0,88.5,89.6,89.7,89.6,87.6,85.4,83.3
"Maryville, TN",35.7564719,-83.9704593,51.93,0.31,29.2,32.4,39.2,47.3,56.2,64.7,68.7,67.8,60.4,48.5,39.0,31.7,47.3,52.3,61.4,70.3,78.1,85.4,88.2,87.8,81.8,71.2,60.4,49.8
"Stallings, NC",35.1083615,-80.66355902160382,46.97,0.37,32.0,34.7,41.4,48.3,56.3,65.2,68.8,68.0,61.5,49.9,40.8,33.7,50.8,55.0,63.0,72.0,79.4,87.0,90.0,87.5,81.3,72.0,62.5,53.0
"Suffolk, VA",36.7282096,-76.5835703,48.2,0.31,31.2,33.4,39.5,48.2,57.0,65.8,70.2,68.7,62.8,51.6,42.2,34.2,48.7,52.1,60.1,69.0,76.3,84.0,87.4,85.6,79.9,70.8,61.6,52.1
"Hamilton, OH",39.3995067,-84.5613428,42.66,1.63,21.0,23.5,30.9,40.8,50.9,60.7,64.9,63.1,54.6,42.4,33.5,24.8,38.2,42.9,53.2,66.0,75.3,84.1,87.9,87.2,80.2,68.0,55.1,42.1
"Storrs Mansfield, CT",41.8058137,-72.25423601022806,49.75,3.02,18.5,21.6,28.0,38.1,47.0,56.7,61.8,60.2,53.0,42.2,34.7,24.4,33.1,36.9,44.3,56.2,66.7,74.9,79.1,78.0,71.0,60.1,49.7,38.0
"Holden, MA",42.3560836,-71.8623548,46.89,7.48,16.8,19.4,26.5,37.0,46.8,56.0,61.5,60.4,52.9,41.7,33.0,22.6,31.3,34.6,42.9,55.1,65.9,74.1,78.9,77.3,69.6,58.3,47.6,36.3
"Englewood, CO",39.6482059,-104.9879641,17.18,6.18,16.7,19.6,28.1,35.4,43.8,52.1,58.3,56.4,46.9,34.1,24.0,15.4,46.5,49.0,56.7,64.4,70.4,80.0,86.6,83.1,75.8,63.8,53.1,43.7
"Easton, PA",40.6916081,-75.2099866,46.32,1.08,19.1,20.0,27.5,38.7,48.2,58.8,63.7,60.9,53.3,40.4,33.4,24.4,37.0,40.8,49.2,61.7,71.8,80.5,84.9,83.3,76.3,64.6,53.5,41.4
"Hermitage, PA",41.2333897,-80.44868,40.74,4.0,16.9,18.1,25.2,35.4,46.3,55.5,59.5,57.5,50.6,39.2,31.6,22.5,33.9,37.6,47.1,60.3,69.3,77.3,81.2,80.1,73.9,62.0,50.0,38.2
"Mount Pleasant, SC",32.7940651,-79.8625851,53.04,0.01,37.3,39.3,45.2,54.1,63.6,71.4,74.4,73.1,68.4,58.0,48.8,39.9,58.7,61.0,66.8,74.2,81.8,87.9,90.9,89.8,85.2,77.8,70.0,61.6
"Decatur, GA",30.8736613,-84.5740953,53.74,0.0,36.8,40.2,46.2,51.4,60.5,68.3,70.5,70.6,65.7,55.4,46.4,39.7,62.7,66.6,73.4,79.3,87.1,91.1,92.6,91.9,88.8,81.8,73.3,64.8
"Benicia, CA",38.049365,-122.1585777,18.12,0.0,35.6,38.1,40.7,42.7,46.4,50.2,51.1,51.2,49.9,45.8,40.0,35.5,55.2,60.9,66.3,71.9,78.8,85.1,88.7,87.9,84.4,75.9,63.9,55.6
"Waterford, MI",42.7022527,-83.402718,30.91,3.61,16.8,18.5,26.1,37.3,47.1,57.8,62.2,61.1,52.9,41.4,32.7,21.7,29.8,32.8,42.9,57.6,68.6,77.9,82.2,79.9,72.2,59.2,45.8,34.1
"Elkton, MD",39.6065073,-75.8330934,50.04,4.53,23.1,25.3,32.0,41.5,50.7,61.0,65.5,64.4,55.5,43.7,35.1,27.2,39.7,43.6,52.1,63.4,72.9,81.9,86.4,84.5,77.4,66.1,55.4,44.4
"Clover, SC",35.1112886,-81.2265808,42.97,0.38,29.2,32.5,39.0,46.7,55.7,64.5,67.5,67.1,60.1,49.1,39.3,31.5,50.7,55.0,63.2,72.1,79.1,85.7,89.2,87.3,80.9,71.4,62.4,53.0
"Swansea, SC",33.7382088,-81.0978734,46.3,0.1,30.5,33.2,39.3,46.5,55.6,64.2,68.0,66.9,60.0,48.2,38.9,31.7,54.9,59.3,67.2,75.0,82.0,87.5,89.7,88.2,83.4,74.8,66.0,57.0
"Morse Bluff, NE",41.4318194,-96.7679917,30.21,2.97,12.8,17.4,27.0,38.4,49.9,60.0,64.5,62.2,52.3,40.0,27.5,16.1,33.0,37.6,49.7,63.3,73.7,83.1,86.8,84.6,77.3,64.7,48.6,34.4
"Hartley, IA",43.1800215,-95.4769635,30.46,4.18,5.9,10.7,22.0,34.4,47.1,57.5,62.0,59.8,49.6,36.8,23.5,10.2,24.4,29.0,41.6,57.4,69.4,78.4,82.5,80.3,72.9,59.6,42.2,27.3
"Pompano Beach, FL",26.2378597,-80.1247667,63.49,0.0,57.7,59.8,62.7,66.3,70.9,74.5,75.2,75.8,75.4,71.4,65.9,60.6,76.8,77.8,79.9,83.0,86.6,90.2,91.4,92.0,90.6,86.9,82.3,77.8
"Brentwood, TN",36.0325687,-86.7825235,52.79,0.72,25.4,27.3,34.9,43.7,53.0,61.8,66.2,64.6,56.0,44.1,35.0,28.1,47.0,51.3,60.9,69.9,77.9,85.6,89.2,88.9,82.3,71.8,60.7,49.6
"Sandersville, GA",32.9832812,-82.8116031,44.2,0.01,33.4,36.0,42.3,48.9,57.8,66.3,70.0,69.4,63.2,52.0,42.6,35.6,57.0,61.2,68.8,75.9,83.2,89.1,91.9,90.0,84.7,75.9,67.7,59.1
"Simi Valley, CA",34.2694474,-118.781482,18.63,0,45.6,44.4,46.7,48.0,51.5,56.1,59.4,58.0,57.7,53.2,47.9,44.0,65.0,65.3,68.5,71.0,74.9,79.7,84.7,84.6,83.1,77.3,71.3,65.4
"Myrtle Beach, SC",33.6956461,-78.8900409,52.07,0.07,34.0,36.4,42.1,49.9,58.9,67.4,71.3,69.7,63.8,52.6,43.4,36.1,55.0,58.4,64.4,72.2,79.4,85.0,87.9,87.1,83.6,75.9,67.9,58.6
"Franklin, NJ",41.1220409,-74.5804378,46.32,4.53,19.4,21.0,28.7,39.2,48.7,58.3,63.1,61.4,53.1,41.2,33.2,24.4,36.9,40.4,48.8,61.3,71.8,80.3,84.6,83.2,76.0,64.5,53.3,42.0
"Raeford, NC",34.9809996,-79.2241998,45.75,0.1,28.9,30.7,37.6,45.9,55.3,65.0,69.0,67.5,60.5,48.2,38.8,31.2,51.9,56.3,64.3,73.1,79.8,86.7,89.8,87.4,81.9,73.1,64.7,54.7
"Lamar, MO",37.4950527,-94.2768736,47.62,1.03,22.8,26.6,33.9,43.6,54.1,63.2,68.0,66.4,57.1,45.8,36.1,25.6,43.4,48.7,58.4,68.5,76.3,84.5,89.6,89.9,81.7,70.8,58.4,45.7
"Brecksville, OH",41.3197763,-81.6267904,36.35,2.84,21.7,23.6,30.2,40.4,50.1,59.8,64.3,63.1,56.0,45.4,36.9,26.4,34.4,37.5,46.6,59.1,69.5,78.6,82.6,80.8,73.9,62.3,50.8,38.3
"Solon, OH",41.3897764,-81.4412259,42.68,10.99,23.4,26.1,31.3,42.3,53.5,62.5,67.8,67.2,59.6,48.8,39.6,29.2,35.1,38.0,46.2,57.4,67.7,78.0,82.1,79.7,73.4,62.5,51.4,39.4
"Piqua, OH",40.1447732,-84.2424449,40.33,1.77,17.1,19.4,28.2,39.0,49.8,59.6,62.5,59.8,51.6,40.4,31.9,21.7,32.7,36.8,47.7,60.9,71.0,80.1,83.4,82.2,76.4,63.9,50.6,37.0
"Massillon, OH",40.7967244,-81.5215093,38.57,3.4,19.1,21.3,28.5,38.8,48.5,57.7,61.9,60.6,53.3,42.5,33.9,23.9,33.1,36.7,46.6,59.6,69.3,78.0,82.0,80.3,73.0,61.0,49.2,37.0
"Sherman Oaks, CA",34.1508718,-118.4489865,17.57,0,44.9,45.2,47.9,50.6,55.4,59.2,63.2,63.9,61.8,54.8,48.0,43.7,65.6,66.8,69.7,72.9,77.6,83.5,89.7,91.4,87.7,80.2,72.9,65.9
"Redlands, CA",34.055735,-117.1888961,13.26,2.63,40.5,42.2,44.5,47.6,52.6,56.5,61.6,62.1,59.2,52.4,44.8,39.9,66.9,67.4,70.6,75.7,81.0,87.9,94.9,95.9,91.5,82.0,73.6,66.5
"Maringouin, LA",30.4913049,-91.5195542,62.59,0.0,38.6,41.8,48.0,54.5,63.0,69.3,71.3,70.8,65.6,55.0,46.4,40.0,60.9,64.7,71.9,78.5,84.9,89.4,91.3,91.6,88.0,79.8,71.3,63.5
"River Ridge, LA",38.378678,-85.6455176,43.26,1.44,26.5,29.7,37.4,47.0,56.2,65.5,68.5,68.0,59.2,47.7,38.5,29.4,42.5,46.6,56.6,67.1,76.3,84.6,87.2,87.1,80.0,68.7,56.4,45.1
"West Monroe, LA",32.5184775,-92.1476353,55.39,0.04,33.1,36.8,44.1,51.6,60.6,67.7,70.8,69.8,62.4,51.0,42.4,35.4,56.4,60.3,68.5,76.6,84.1,90.4,93.5,93.8,88.1,78.5,67.9,58.3
"Jonesboro, LA",33.5215013,-84.3538128,48.54,0.04,31.8,35.1,42.0,48.8,57.8,66.3,70.3,69.5,62.9,51.2,42.6,33.9,51.8,55.7,63.6,71.9,80.1,86.9,89.6,88.7,82.3,72.3,62.6,53.4
"Lake Wales, FL",27.9014133,-81.5859099,49.57,0.0,49.3,51.7,55.5,59.6,65.8,71.0,72.3,72.8,71.4,65.2,57.8,51.8,74.1,76.9,80.8,85.0,90.2,92.3,93.0,92.9,90.7,86.0,80.2,75.1
"Ruston, LA",32.5232053,-92.637927,55.75,0.03,32.8,36.1,42.8,50.5,59.7,66.7,69.7,69.0,62.4,51.6,42.7,34.8,54.9,58.9,67.0,74.9,81.9,88.4,91.6,91.9,86.0,76.1,66.0,56.6
"Saint Francisville, LA",38.591899999999995,-87.64705451406462,44.58,1.03,22.5,25.4,33.7,43.5,53.7,63.1,66.3,64.7,56.4,44.9,36.0,25.7,38.5,43.4,54.0,65.9,75.8,85.0,88.3,86.8,80.7,68.6,55.6,41.9
"Grand Prairie, TX",32.657368000000005,-97.02846624175038,39.6,0.09,30.3,35.1,42.5,51.0,60.3,67.2,70.9,71.3,64.3,52.0,42.7,32.2,57.2,61.0,69.0,76.9,83.7,91.2,94.6,96.4,89.3,79.5,68.4,58.0
"Kaysville, UT",41.0349847,-111.9383931,23.36,54.61,21.6,25.3,32.6,40.1,48.0,56.0,63.2,61.6,52.4,40.6,31.3,23.1,36.1,41.7,51.8,60.0,70.5,81.2,90.8,88.5,78.1,64.1,48.7,37.3
"San Anselmo, CA",37.9744323,-122.5615032,47.98,0.0,41.3,43.2,44.4,46.0,49.0,51.9,53.0,53.1,52.2,49.6,45.3,41.3,55.0,59.9,64.2,68.4,73.5,79.1,82.7,82.3,81.2,74.1,62.3,54.8
"North East, PA",42.2122835,-79.87687278654008,44.67,8.27,20.5,20.9,27.4,38.2,48.4,58.2,62.8,61.8,55.5,45.2,36.4,26.3,33.6,36.2,44.8,57.9,68.4,77.1,80.5,79.1,73.0,61.6,50.5,38.2
"Lake Forest, IL",42.2586342,-87.840625,37.75,3.49,15.1,18.9,27.8,37.8,47.0,57.1,63.2,62.7,53.8,42.3,32.1,20.4,29.9,34.1,44.0,55.9,66.5,77.0,81.4,80.0,73.0,61.0,47.5,34.2
"Joliet, IL",41.5263603,-88.0840212,36.81,1.98,16.6,20.4,29.3,39.2,48.7,59.7,63.9,62.7,54.5,42.7,33.2,20.9,31.4,36.0,47.4,60.6,71.4,80.9,84.2,82.4,76.3,63.8,49.4,35.2
"Carlsbad, CA",33.1580933,-117.3505966,13.66,0.0,47.0,48.0,50.0,52.5,56.8,59.5,63.4,64.7,62.7,57.9,51.3,46.5,63.8,63.7,63.7,65.7,67.2,70.2,73.1,75.0,74.6,72.4,68.1,63.8
"Grosse Pointe, MI",42.3861485,-82.9118591,35.2,3.14,16.4,17.9,25.0,36.3,47.3,57.3,62.1,61.3,53.6,42.0,32.0,22.1,31.2,33.8,43.1,56.0,67.1,77.2,81.9,79.6,72.1,59.7,47.7,35.7
"Akron, OH",41.083064,-81.518485,37.5,2.84,22.2,23.8,30.9,41.7,51.3,60.9,64.8,63.5,56.6,45.7,37.0,26.6,34.5,38.0,47.8,60.4,70.2,79.4,83.0,81.6,73.5,61.4,50.0,37.9
"North Royalton, OH",41.3136644,-81.7245739,36.35,4.31,21.7,23.6,30.2,40.4,50.1,59.8,64.3,63.1,56.0,45.4,36.9,26.4,34.4,37.5,46.6,59.1,69.5,78.6,82.6,80.8,73.9,62.3,50.8,38.3
"Ruleville, MS",33.7259478,-90.5514806,54.75,0.13,32.3,35.9,43.0,51.4,61.2,69.2,72.0,70.1,62.2,51.2,43.1,34.5,50.6,55.2,64.4,73.4,82.4,89.1,91.9,91.8,86.2,76.0,64.5,53.7
"Bloomington, MN",44.8322405,-93.3204872,31.87,5.39,7.5,12.8,24.3,37.2,48.9,58.8,64.1,61.8,52.4,39.7,26.2,12.3,23.7,28.9,41.3,57.8,69.4,78.8,83.4,80.5,71.7,58.0,41.2,27.1
"Oviedo, FL",28.659392500000003,-81.20469046496677,53.17,0.0,49.1,51.7,55.7,60.4,66.5,72.1,74.2,74.2,72.4,66.4,58.2,51.5,70.6,73.4,77.5,82.5,88.0,90.9,92.6,91.9,89.5,84.5,78.3,72.4
"Lewis Center, OH",40.1983958,-83.0101843,38.29,1.6,21.0,23.5,31.0,41.0,50.7,59.7,63.6,62.1,54.5,43.3,34.8,25.3,36.6,41.3,52.3,65.5,74.2,82.6,85.5,84.3,78.2,66.5,53.4,40.4
"Palmdale, CA",34.5793131,-118.1171108,7.4,0,34.2,37.3,40.8,45.2,52.7,59.9,66.4,65.2,59.3,49.5,39.5,33.9,59.6,63.1,69.3,75.7,84.0,91.7,97.9,97.7,91.9,80.6,67.6,58.3
"Olney, MD",39.1532123,-77.0668408,46.93,1.92,27.0,29.2,36.2,45.9,54.8,64.3,68.8,67.2,59.7,47.7,39.1,30.5,40.4,43.7,53.3,64.5,72.8,81.3,85.0,83.2,75.8,64.8,54.7,43.8
"Ankeny, IA",41.7318715,-93.6003837,36.8,3.16,11.0,15.1,26.4,37.7,49.5,59.6,64.0,61.3,51.6,39.3,27.9,15.1,30.8,35.7,48.4,62.3,73.1,82.3,86.5,84.6,77.3,64.3,48.3,34.0
"Mooresville, NC",35.5848596,-80.8100724,45.91,0.3,25.8,28.7,36.1,44.6,54.1,63.3,66.9,65.9,58.0,45.3,36.1,28.2,49.1,53.0,60.9,70.0,77.5,85.1,88.0,86.6,80.1,70.8,61.6,51.4
"Bellingham, WA",48.7544012,-122.4788361,27.83,1.14,35.6,35.7,38.7,41.8,46.8,51.2,53.9,54.3,50.1,44.6,39.3,34.6,47.5,49.8,53.6,58.5,64.1,68.9,73.4,73.5,67.9,59.1,51.4,46.2
"Chatsworth, GA",34.7665942,-84.7698842,54.99,0.06,29.6,32.0,38.2,45.6,54.9,63.4,67.2,66.6,59.2,46.9,38.5,31.0,50.5,54.8,63.4,71.7,79.4,86.6,89.0,88.7,83.4,73.1,63.6,53.0
"Greer, SC",34.9381361,-82.2272119,54.95,0.04,32.0,34.9,41.2,48.3,57.2,65.8,69.4,68.7,61.8,50.4,41.3,34.0,52.4,56.6,64.5,72.8,80.2,87.5,90.3,88.6,82.2,72.8,63.5,54.1
"Truth Or Consequences, NM",33.1283485,-107.2529059,10.58,0.6,27.4,31.6,37.3,44.5,54.1,62.5,67.0,65.1,58.4,46.8,34.6,27.3,56.7,62.5,69.0,77.5,86.6,95.4,95.4,92.3,87.4,77.1,65.3,55.5
"Whitelaw, WI",44.144716,-87.8214789,30.27,4.42,13.6,16.7,25.6,35.7,45.1,55.3,61.5,61.0,53.5,42.1,31.0,18.5,25.6,28.7,38.0,50.6,61.8,72.1,77.0,75.6,67.8,55.2,42.1,29.5
"Warren, MI",42.4932575,-83.0062746,34.62,3.14,18.2,18.8,25.3,36.0,47.5,57.7,62.3,60.8,52.9,41.9,32.5,22.9,32.8,35.8,44.7,58.3,69.7,80.0,84.2,81.7,74.8,62.3,49.0,36.5
"Miramar, FL",25.975911449999998,-80.33472128115224,67.1,0.0,57.8,60.4,63.5,67.0,71.3,75.1,76.1,76.5,75.9,72.8,66.3,61.5,76.4,78.0,80.4,82.8,86.7,89.7,90.8,90.9,89.5,86.1,81.3,77.7
"Belvidere, IL",42.2579991,-88.841734,36.68,1.03,13.0,16.7,26.4,37.6,47.5,57.7,62.6,61.1,52.4,40.5,30.3,17.9,28.2,33.2,44.0,57.4,68.1,77.5,81.5,79.3,72.2,60.0,46.6,32.5
"Irvine, CA",33.6856969,-117.8259819,11.99,0.0,46.2,46.4,46.1,48.7,53.4,56.7,60.6,60.5,58.4,54.8,49.8,45.6,68.6,69.8,72.2,75.9,78.5,82.7,88.6,90.3,89.1,81.9,74.4,67.1
"Cedar Falls, IA",42.5274123,-92.4453179,36.29,3.43,9.5,14.6,26.0,37.2,49.0,58.9,62.8,60.2,50.7,38.7,26.8,13.5,27.4,32.2,45.6,60.6,72.0,81.2,84.4,82.2,75.3,61.9,45.9,30.8
"Key West, FL",24.5625566,-81.7724368,39.83,0.0,63.8,64.4,66.8,70.1,74.0,76.5,78.3,77.8,77.2,74.9,70.7,66.1,73.6,74.8,77.9,81.4,86.0,90.0,91.1,91.7,89.7,84.7,79.1,75.5
"Vancouver, WA",45.6306954,-122.6744557,39.14,0.15,27.1,29.0,35.6,44.3,53.8,63.4,68.4,67.0,60.1,48.7,39.8,31.0,43.4,47.0,54.9,65.7,74.7,83.2,87.0,85.2,79.3,68.8,58.5,47.4
"Greenville, SC",34.851354,-82.3984882,54.95,0.04,31.2,33.7,39.8,48.5,57.9,67.0,70.4,69.4,61.8,50.7,41.7,34.0,49.9,53.1,61.6,71.7,79.1,85.6,88.8,87.9,81.1,71.4,61.7,51.7
"Greenwood Village, CO",39.6172101,-104.9508141,18.79,3.77,16.7,19.6,28.1,35.4,43.8,52.1,58.3,56.4,46.9,34.1,24.0,15.4,46.5,49.0,56.7,64.4,70.4,80.0,86.6,83.1,75.8,63.8,53.1,43.7
"Los Gatos, CA",37.226611,-121.9746797,23.08,0.01,38.9,41.0,42.9,44.6,48.7,52.4,55.4,55.2,53.2,48.8,42.7,39.1,57.7,61.5,65.6,70.0,75.6,81.1,84.8,84.1,82.0,74.6,63.9,57.2
"Florence, SC",34.1984435,-79.7671658,46.51,0.07,34.6,37.5,43.6,50.7,59.4,68.0,71.4,70.5,64.3,53.1,43.7,36.5,55.3,59.6,67.6,75.8,82.7,88.4,91.0,89.4,84.2,75.5,67.1,57.8
"Cordele, GA",31.9635074,-83.7823938,49.47,0.01,35.2,38.6,44.4,51.5,60.2,67.9,70.5,69.8,64.4,53.3,43.9,37.0,56.7,61.0,68.9,76.5,84.2,89.8,92.0,90.5,85.4,76.9,67.7,58.6
"Leesburg, GA",31.7324556,-84.1711966,51.42,0.01,35.0,38.6,44.7,52.2,60.9,68.8,71.4,71.3,65.4,53.9,45.1,37.7,59.0,62.2,69.9,76.8,84.4,89.5,91.5,90.8,86.1,78.1,69.7,60.9
"Carterville, IL",37.1492253,-94.4430032,44.8,1.15,25.0,29.2,37.7,46.9,56.2,65.1,69.9,68.4,59.3,48.3,37.9,27.5,44.9,50.5,60.1,70.0,77.7,85.8,90.6,91.0,82.3,71.3,58.9,47.0
"Rome, GA",34.257038,-85.1646726,53.04,0.13,31.1,34.3,40.8,48.3,57.3,66.3,70.5,69.6,62.4,50.1,40.7,34.0,52.1,56.8,65.7,73.6,80.5,86.9,89.7,89.1,83.3,73.6,64.1,54.2
"Montreal, PQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Biloxi, MS",30.374673,-88.84594333482862,68.9,0.01,42.9,46.3,52.3,59.8,68.4,73.5,75.2,75.0,70.6,61.3,52.3,45.1,59.8,62.8,68.8,75.7,83.1,87.9,90.1,90.2,86.9,78.9,70.3,61.8
"Roanoke, VA",37.270973,-79.9414313,44.47,1.83,27.5,29.8,36.7,45.3,53.4,62.3,66.3,65.0,57.6,46.5,37.7,30.1,45.6,49.3,58.0,68.0,75.7,83.4,87.0,85.8,78.5,68.9,58.6,47.9
"Oxford, MS",34.3664127,-89.5187664,58.16,0.05,29.6,33.1,40.3,48.4,58.5,66.7,70.3,69.0,61.0,48.7,40.5,32.3,51.4,56.2,65.0,73.6,81.4,88.4,91.2,91.1,85.4,75.2,64.6,53.8
"Ocala, FL",29.1871986,-82.1400923,51.79,0.0,44.8,47.5,51.7,56.2,63.2,69.7,71.4,71.6,69.2,61.8,53.5,47.0,71.3,74.5,78.9,84.0,89.8,92.2,93.2,92.6,90.5,85.3,78.6,72.6
"Rolling Meadows, IL",42.0841936,-88.0131275,38.17,2.71,16.6,20.4,28.9,37.6,47.5,57.8,63.8,63.1,54.3,42.6,32.0,20.9,30.8,35.2,46.1,57.9,69.1,79.0,83.3,81.5,74.3,61.7,48.1,35.1
"Anaheim Hills, CA",33.8444082,-117.7773862,15.46,0.0,48.1,48.4,50.7,53.4,57.4,60.9,64.6,64.9,63.0,58.2,52.1,47.2,71.0,71.0,72.8,75.5,78.4,81.4,86.6,88.7,86.9,81.7,75.7,70.2
"Citra, FL",29.4119166,-82.1098156,50.8,0.0,41.5,44.4,49.9,54.5,61.3,69.1,71.4,71.3,69.0,60.0,52.4,44.4,67.3,71.0,77.9,82.7,88.4,91.0,92.3,91.5,89.7,83.9,76.2,69.8
"Hollywood, FL",26.0112014,-80.1494901,66.52,0.0,58.2,59.9,63.0,66.8,71.3,74.8,76.2,76.4,75.6,72.7,66.7,61.3,75.7,76.6,78.6,81.2,84.4,87.9,89.4,90.0,88.2,84.9,81.0,77.1
"Decatur, IL",39.8454163,-88.9524151,40.32,1.03,19.1,23.2,32.3,42.9,52.5,62.0,65.6,64.1,55.6,44.7,34.4,23.1,36.0,41.1,53.1,66.0,75.9,84.5,87.4,86.1,80.0,67.7,53.1,39.4
"Henderson, NV",36.0301134,-114.9826194,6.04,0.0,40.7,43.5,49.4,55.5,65.0,73.8,79.3,77.5,71.3,60.0,48.3,39.7,54.4,58.8,67.0,74.8,85.3,94.8,100.6,98.6,90.8,78.0,63.5,53.8
"Chandler, AZ",33.3062223,-111.8413317,13.28,0.01,40.3,42.6,46.9,52.8,62.0,70.2,77.2,76.3,70.7,58.3,46.7,39.2,65.2,69.1,75.8,84.3,93.6,102.3,103.8,101.3,97.1,86.2,73.0,63.2
"Macon, GA",32.8406946,-83.6324022,44.96,0.02,34.8,38.0,44.1,50.1,59.2,67.6,71.0,70.3,63.9,52.4,43.0,36.4,57.8,62.1,69.5,76.8,84.6,90.3,92.6,91.4,86.1,77.4,68.8,59.6
"Fremont, CA",37.5482697,-121.9885719,16.68,0.0,42.2,44.3,46.3,48.5,51.6,54.8,56.6,56.8,55.5,51.7,46.1,42.5,58.1,61.6,65.3,69.0,71.9,75.4,78.1,79.0,78.3,72.8,64.4,57.8
"Savannah, GA",32.0809263,-81.0911768,50.31,0.01,38.6,41.7,47.6,53.6,62.1,69.8,72.8,72.4,67.8,57.5,47.9,40.8,60.4,64.3,70.9,77.6,84.6,89.9,92.4,90.6,86.0,78.4,70.6,62.5
"Garden Grove, CA",33.7746292,-117.9463717,13.43,0.0,47.0,48.0,50.0,52.7,56.7,59.8,63.2,63.8,62.2,57.9,51.2,46.2,69.9,70.2,71.7,73.9,75.5,78.3,83.1,84.8,83.9,79.6,74.3,69.2
"Stockton, CA",37.9577016,-121.2907796,19.02,0,37.8,41.2,44.5,47.3,52.7,56.8,59.1,58.1,55.7,49.5,41.9,37.3,55.8,63.0,68.4,74.2,81.8,88.7,93.6,92.9,89.5,80.3,66.4,56.5
"Morgan Hill, CA",37.130408,-121.6544974,20.54,0.01,41.7,44.0,46.3,48.7,52.3,56.1,58.0,58.0,56.1,52.5,45.7,42.1,58.8,62.1,65.8,70.6,76.6,82.9,87.6,86.7,84.3,76.3,65.3,58.4
