Last Name,First Name,Team,Position,Overall,Speed,Acceleration,Strength,Agility,Awareness,Catching,Carrying,Throw Power,Throw Accuracy,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Kick Return,Injury,Stamina,Toughness,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Blocking,Run Block Strength,Run Block Footwork,Pass Block Strength,Pass Block Footwork,Power Moves,Finesse Moves,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Spectacular Catch,Catch In Traffic,Route Running,Hit Power,Press,Release,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Play Action,Throw on the Run
Stribling,Channing,Browns,CB,62,86,88,49,82,54,64,60,30,35,15,11,45,45,57,81,53,85,89,69,27,66,65,33,64,72,41,45,45,45,45,33,42,43,65,54,74,68,57,61,23,62,78,16,6,6,6,6,6
Hall,Rannell,Browns,WR,62,87,91,68,87,53,70,52,35,35,30,30,52,30,25,92,76,85,87,84,48,77,79,55,85,79,50,52,49,45,45,10,10,32,35,20,15,35,79,81,65,12,15,57,15,10,6,6,10
Conque,Zach,Texans,TE,62,86,91,58,83,50,78,66,87,35,30,30,58,51,36,87,35,85,88,75,68,75,80,68,74,79,52,60,61,49,61,10,10,30,38,22,15,20,70,73,53,28,18,63,65,61,57,50,75
Odom,Chris,Falcons,RE,62,78,81,77,74,49,30,22,23,19,16,23,45,45,77,77,10,85,86,82,37,33,36,38,31,37,79,45,45,45,45,69,76,75,71,49,38,46,23,28,17,80,27,14,6,6,6,6,6
Brown,Donatello,Packers,CB,62,92,91,58,88,49,53,55,27,26,18,17,45,45,58,87,56,85,89,75,33,69,65,40,71,75,51,43,44,43,44,40,46,51,73,49,68,75,47,50,26,61,74,20,6,6,6,6,6
Fluellen,David,Titans,HB,61,82,86,67,88,50,52,77,45,40,20,22,45,47,39,87,65,85,89,84,83,59,82,74,76,73,50,44,44,48,47,30,30,35,35,35,18,25,52,51,41,35,15,59,40,35,33,33,40
Morris,Stephen,Colts,QB,61,84,88,56,83,50,52,63,90,68,25,20,28,25,36,76,25,85,93,82,44,70,76,39,69,75,28,25,28,22,22,10,10,30,35,15,19,25,35,39,30,12,10,29,73,71,69,70,76
Nixon,Taurean,Jaguars,CB,61,93,89,68,86,47,57,64,20,20,22,17,45,45,50,89,67,85,88,65,25,62,49,25,62,72,45,45,45,45,45,30,35,47,73,47,73,69,45,35,10,47,69,20,10,10,10,10,10
Hawkins,Josh,Packers,CB,61,93,93,68,90,44,61,69,22,22,11,10,28,36,24,94,60,85,89,75,48,79,77,61,84,85,45,25,25,33,33,10,10,26,48,44,75,73,54,64,66,34,65,73,35,30,20,15,15
Brown,Chris,Bengals,WR,61,89,90,58,88,42,73,62,35,31,23,22,47,36,20,80,65,85,88,76,24,76,75,32,78,80,45,44,44,36,34,11,11,30,37,30,16,24,81,75,78,15,16,60,15,10,6,6,10
Price,Givens,Cardinals,RT,60,70,74,79,58,52,22,38,30,22,22,21,70,71,50,77,10,85,84,78,23,15,10,19,10,10,71,70,67,72,67,25,15,35,29,52,13,15,15,25,15,50,10,40,6,6,6,6,6
Anderson,Zaire,Broncos,MLB,60,79,89,74,83,52,51,46,25,24,19,19,29,21,81,82,10,85,87,82,41,44,35,43,38,37,76,44,44,44,43,71,60,75,76,52,55,63,35,41,26,83,38,29,6,6,6,6,6
Daniels,B.J.,Falcons,WR,58,84,90,62,88,53,72,76,84,68,25,19,15,10,35,78,10,85,92,82,48,64,85,49,76,85,40,15,15,10,10,20,25,35,55,32,20,25,77,69,50,35,25,66,74,69,56,66,81
Simms,Matt,Falcons,QB,58,80,84,55,72,45,25,65,86,75,18,26,18,22,19,71,10,85,87,75,20,25,55,22,55,60,18,18,18,15,15,10,10,11,20,15,15,10,10,10,12,12,10,15,79,73,62,70,74
White,Tim,Ravens,WR,57,89,90,53,88,49,76,54,35,35,24,18,45,31,25,91,78,85,90,68,33,82,68,35,82,86,36,25,29,25,26,10,10,35,35,18,13,25,74,70,54,19,18,48,15,10,6,6,10
Sundberg,Nick,Redskins,C,55,68,70,69,69,65,40,32,37,16,15,21,66,64,49,44,10,85,75,70,10,23,10,10,10,10,77,69,70,65,67,10,10,22,46,25,14,12,12,10,10,45,10,12,6,6,6,6,6
Louis,Lamar,Ravens,MLB,54,86,89,82,81,51,55,36,14,10,12,10,45,45,73,80,10,85,89,78,59,68,60,10,60,60,73,45,45,45,45,61,68,64,66,51,55,64,38,45,15,71,55,25,6,6,6,6,6
Bell,Le'Veon,Steelers,HB,97,90,93,77,95,91,75,92,40,35,20,22,50,66,55,92,25,86,94,80,87,95,97,95,90,98,55,55,52,56,42,45,45,54,45,25,11,20,68,76,80,45,15,59,40,32,30,22,35
Murray,DeMarco,Titans,HB,91,89,91,83,91,95,71,85,35,40,25,26,44,74,40,85,61,86,88,83,87,83,92,87,84,96,42,42,40,55,60,10,10,35,35,28,12,12,76,78,75,35,15,75,56,52,38,27,39
Bryant,Dez,Cowboys,WR,91,89,91,76,89,92,95,72,44,22,26,21,63,45,40,98,83,86,92,93,75,91,89,86,74,85,60,63,56,49,45,10,10,35,55,15,19,18,97,97,87,15,15,94,39,31,27,18,35
Rodgers-Cromartie,Dominique,Giants,CB,89,93,91,51,92,91,78,62,40,40,25,25,45,45,43,96,74,86,92,65,30,80,80,30,84,86,48,45,45,45,45,32,45,49,73,91,93,82,85,55,45,50,75,50,6,6,6,6,6
Mosley,C.J.,Ravens,MLB,89,85,90,68,87,88,73,66,25,25,20,20,45,45,93,86,10,86,97,87,35,45,55,45,40,45,88,45,45,45,45,69,56,88,92,88,73,79,60,57,15,85,49,25,6,6,6,6,6
Bowman,NaVorro,49ers,MLB,88,83,87,80,83,90,65,50,22,22,10,10,45,45,92,75,10,86,91,75,10,35,27,12,10,40,89,45,45,45,45,79,62,82,94,90,63,72,45,40,10,93,55,20,6,6,6,6,6
Dunlap,Carlos,Bengals,LE,86,82,86,79,82,86,33,40,9,14,8,10,45,45,82,84,10,86,89,65,35,27,10,10,10,10,84,45,45,45,45,70,92,75,84,86,43,56,15,15,15,72,20,20,6,6,6,6,6
Verrett,Jason,Chargers,CB,86,93,93,63,94,83,77,59,22,19,30,25,45,45,58,92,66,86,95,83,23,79,72,30,56,75,54,45,45,45,45,30,40,43,72,83,89,82,74,68,15,65,74,15,6,6,6,6,6
Ramsey,Jalen,Jaguars,CB,86,93,94,69,89,80,67,71,27,26,18,17,31,19,72,93,80,86,91,86,42,78,72,45,69,78,58,43,44,43,44,35,41,63,84,80,87,84,46,45,29,81,87,27,33,26,21,16,24
Ertz,Zach,Eagles,TE,85,80,87,73,82,88,91,81,42,35,22,22,56,61,36,79,35,86,90,84,69,62,77,69,73,72,73,55,61,49,54,10,10,44,36,17,19,18,87,84,83,12,10,80,15,10,6,6,10
Orakpo,Brian,Titans,ROLB,85,81,86,90,78,84,51,45,14,7,13,6,45,45,85,79,10,86,88,85,10,65,10,10,45,45,87,45,45,45,45,91,73,66,82,84,63,70,15,15,15,89,35,20,6,6,6,6,6
Gore,Frank,Colts,HB,83,82,88,74,83,97,69,84,31,24,20,14,45,68,32,74,15,86,90,97,85,74,93,84,81,83,38,38,38,70,74,10,10,32,40,30,14,18,66,65,66,20,20,67,35,30,20,15,15
Joseph,Johnathan,Texans,CB,83,89,88,54,88,87,74,60,27,40,10,11,45,45,59,92,64,86,96,68,25,42,60,15,73,85,56,45,45,45,45,20,41,52,76,87,84,78,60,40,30,43,74,15,6,6,6,6,6
Hyde,Carlos,49ers,HB,83,88,90,81,91,84,68,82,35,30,25,25,64,57,25,84,70,86,87,90,85,80,88,85,88,91,60,65,60,59,62,10,10,25,50,20,15,20,54,63,52,12,10,66,35,30,20,15,15
Martin,Doug,Buccaneers,HB,83,88,88,79,91,83,60,88,39,33,35,33,45,70,54,88,65,86,93,91,90,84,86,86,77,83,57,54,52,49,45,25,30,49,62,37,35,45,65,71,72,70,20,58,35,30,15,10,10
Carpenter,James,Jets,LG,82,63,77,90,65,85,35,40,11,11,15,12,77,89,31,32,10,86,81,95,10,21,10,10,10,10,81,90,82,79,69,10,10,25,30,28,12,13,15,15,15,20,10,15,6,6,6,6,6
Clark,Frank,Seahawks,LE,82,84,90,88,76,78,37,55,26,19,22,19,49,45,65,87,10,86,75,72,35,22,30,32,20,23,89,45,45,45,45,84,74,86,81,78,39,55,30,21,15,82,10,25,6,6,6,6,6
Wilcox,J.J.,Buccaneers,SS,81,88,92,65,88,80,68,65,24,25,26,19,45,45,78,82,68,86,88,84,60,69,75,65,72,76,68,45,45,45,45,55,61,53,78,80,69,81,76,69,45,90,68,45,6,6,6,6,6
Thomas,Julius,Dolphins,TE,81,85,87,69,86,78,84,73,25,25,19,19,59,57,35,91,10,86,85,75,75,67,78,74,74,78,67,64,56,52,55,10,10,47,25,21,10,24,87,82,79,12,10,78,15,10,6,6,10
Long,Chris,Eagles,LE,80,77,89,86,72,85,37,50,30,30,30,30,45,45,74,87,10,86,87,95,40,28,30,55,20,30,85,45,45,45,45,82,62,77,83,85,30,65,15,10,10,70,30,12,6,6,6,6,6
Alford,Robert,Falcons,CB,80,93,93,52,94,78,76,64,29,27,15,14,45,45,51,95,73,86,92,69,29,75,79,40,77,84,54,45,45,45,45,25,35,41,69,78,84,75,64,45,20,47,72,15,6,6,6,6,6
Cook,Dalvin,Vikings,HB,80,90,92,74,92,68,68,85,40,40,17,21,39,52,28,75,65,86,90,81,74,87,86,81,84,87,38,40,42,45,50,20,20,25,38,14,13,12,57,62,67,29,20,53,38,32,25,27,32
Simon,John,Colts,ROLB,79,82,80,82,73,77,54,60,25,35,32,29,45,45,83,84,10,86,93,88,61,33,45,44,60,39,80,45,45,45,45,82,71,78,82,77,51,64,15,15,10,79,56,20,6,6,6,6,6
Lawrence,DeMarcus,Cowboys,RE,79,79,88,76,82,76,33,42,25,25,19,19,45,45,78,83,10,86,86,86,44,20,31,38,32,35,83,45,45,45,45,82,70,80,83,76,53,64,25,24,15,78,44,20,6,6,6,6,6
Williams,Mike,Chargers,WR,79,89,87,75,84,74,87,76,26,29,24,26,62,54,37,80,20,86,96,83,73,83,87,82,78,80,58,61,65,45,45,10,10,38,34,28,18,14,91,87,77,26,12,84,15,10,6,6,10
Fuller V,Will,Texans,WR,76,95,93,58,92,78,77,75,35,31,23,22,64,37,28,86,75,86,90,78,40,82,85,46,76,84,45,24,24,26,24,11,11,21,23,21,16,24,83,79,77,15,16,76,15,10,6,6,10
Poole,Brian,Falcons,CB,76,89,92,68,86,76,68,62,18,30,17,22,45,45,68,71,30,86,90,78,45,55,35,49,64,65,60,45,45,45,45,67,62,66,79,76,75,80,60,45,25,78,77,34,6,6,6,6,6
Williams,Maxx,Ravens,TE,76,80,88,73,82,60,83,74,45,40,22,22,77,57,42,85,40,86,84,74,73,68,79,64,72,75,65,61,60,55,56,10,10,49,33,19,22,25,80,77,66,12,10,65,15,10,6,6,10
Te'o,Manti,Saints,MLB,75,78,87,69,80,83,75,64,29,27,34,35,45,45,86,82,10,86,95,85,62,44,68,65,45,32,81,45,45,45,45,72,56,66,82,83,54,68,45,64,15,85,56,35,6,6,6,6,6
McDonald,Clinton,Buccaneers,DT,75,75,85,88,65,76,32,22,36,19,20,20,45,45,80,64,10,86,78,87,22,24,20,25,25,20,85,45,45,45,45,81,58,69,76,76,22,32,15,26,15,66,24,25,6,6,6,6,6
Richardson,Paul,Seahawks,WR,75,94,92,51,88,76,85,68,33,35,16,17,62,45,30,90,33,86,92,69,35,76,81,37,70,81,49,39,42,40,35,10,10,30,27,25,10,15,86,79,77,12,10,68,15,10,6,6,10
Paul,Niles,Redskins,TE,75,88,92,69,82,69,77,69,35,35,30,30,71,65,38,83,76,86,88,74,69,60,75,63,74,81,50,52,48,46,44,10,10,64,44,20,10,25,72,81,63,12,18,80,15,10,6,6,10
Doctson,Josh,Redskins,WR,75,89,90,66,88,69,85,71,25,24,23,22,34,32,34,94,54,86,93,84,54,84,86,59,82,87,46,24,24,33,31,11,11,32,46,24,28,24,90,85,74,15,16,70,20,15,15,6,15
Vogel,Justin,Packers,P,75,57,78,52,64,55,28,30,35,45,93,81,20,10,26,70,10,86,82,59,15,27,33,25,26,33,20,21,21,10,10,10,10,27,52,21,13,22,20,15,12,33,10,15,30,26,23,20,28
Elliott,Jake,Bengals,K,75,79,85,34,67,54,27,33,28,22,91,86,20,20,27,52,10,86,82,57,11,24,18,12,10,16,18,16,16,17,17,10,10,26,39,18,20,14,17,19,20,25,10,16,23,19,15,20,24
Smith,Andre,Bengals,LT,74,60,77,95,55,75,23,40,16,19,14,29,76,76,14,25,10,86,80,90,10,18,10,10,10,10,85,97,85,93,81,10,10,14,23,24,16,12,15,15,15,20,10,15,6,6,6,6,6
Watt,T.J.,Steelers,ROLB,74,83,88,76,84,61,57,53,25,25,23,17,45,45,86,88,6,86,83,88,52,38,49,42,37,46,66,45,45,45,45,72,80,74,85,61,64,68,46,42,24,85,43,22,6,6,6,6,6
Goodwin,Marquise,49ers,WR,73,95,96,42,91,76,79,73,34,32,21,20,63,32,25,87,83,86,90,67,38,72,74,41,78,75,40,39,39,35,34,10,10,37,34,24,18,25,83,75,73,15,10,69,15,10,6,6,10
Freeny,Jonathan,Patriots,ROLB,73,80,89,65,75,74,46,55,24,20,16,15,45,45,78,85,10,86,79,75,25,35,10,25,30,25,78,45,45,45,45,76,65,75,83,74,55,63,25,22,10,76,45,15,6,6,6,6,6
Pumphrey Jr,Donnel,Eagles,HB,73,91,93,57,94,60,67,78,39,21,14,11,28,49,26,81,76,86,95,81,59,77,86,64,78,90,44,21,22,21,24,10,10,24,38,24,10,20,64,67,68,29,10,46,37,32,27,24,36
Strong,Jaelen,Texans,WR,73,91,90,72,82,58,86,68,35,28,22,20,65,45,32,93,70,86,88,73,72,59,76,70,76,72,61,61,60,47,45,10,10,35,35,26,15,25,87,87,68,15,10,87,30,25,15,15,25
Gonzalez,Zane,Browns,K,73,75,77,45,58,51,28,23,29,22,96,80,24,16,24,50,10,86,83,62,24,28,25,15,23,31,10,10,10,10,10,10,10,17,19,12,12,12,14,17,16,17,10,13,33,28,24,18,26
Heyward-Bey,Darrius,Steelers,WR,72,91,93,65,85,81,79,72,31,23,25,17,34,18,30,92,55,86,85,85,69,76,78,65,80,80,45,42,38,30,30,10,10,40,40,18,15,25,77,68,64,15,15,75,15,10,6,6,10
Sankey,Bishop,Vikings,HB,72,88,88,72,91,72,60,79,30,25,23,15,45,40,35,86,75,86,94,72,56,78,84,63,82,86,45,45,40,44,45,20,30,32,40,15,19,29,65,66,55,12,20,55,35,30,20,15,15
Bolden,Brandon,Patriots,HB,72,88,89,74,86,71,60,85,36,31,25,32,62,54,54,90,79,86,85,85,83,55,78,88,85,74,66,60,55,62,54,10,10,48,60,25,13,25,65,66,55,45,20,60,10,10,10,10,10
Perine,Samaje,Redskins,HB,72,87,90,87,81,68,64,87,31,25,20,22,54,62,38,80,52,86,87,79,91,66,80,83,63,73,57,54,47,54,49,10,10,37,42,21,15,13,51,52,57,42,10,41,28,23,19,15,15
Carrier,Derek,Redskins,TE,72,87,88,64,86,68,77,75,29,23,15,19,66,78,34,90,40,86,83,75,68,61,68,63,72,74,62,53,54,50,45,10,10,40,33,25,21,25,77,73,49,35,50,75,15,10,6,6,10
Lee,Khari,Lions,TE,72,76,86,70,80,66,74,71,25,25,15,19,74,65,44,88,8,86,87,85,65,57,66,62,49,62,51,40,45,48,43,10,10,45,35,21,10,24,76,78,66,12,10,68,15,10,6,6,10
Thompson,Tedric,Seahawks,FS,72,86,88,68,86,65,78,74,25,29,15,30,45,45,71,85,50,86,92,75,38,62,68,37,62,72,57,45,45,45,45,26,37,60,75,65,74,77,72,75,22,84,64,19,15,10,10,15,15
Williams,Jamaal,Packers,HB,72,88,88,73,87,63,63,88,28,19,15,11,51,66,34,80,60,86,92,79,74,72,82,83,77,74,59,43,42,59,61,10,10,22,37,18,19,27,60,63,61,29,20,45,30,25,15,18,26
Beathard,C.J.,49ers,QB,72,78,81,64,77,63,30,61,91,73,20,15,14,21,28,83,5,86,92,81,48,59,70,54,52,68,14,19,19,26,26,8,10,28,36,26,10,14,19,17,14,24,9,13,83,77,75,82,81
Cohen,Tarik,Bears,HB,72,92,92,62,95,55,66,79,44,32,20,22,30,41,26,77,55,86,88,78,57,80,82,64,84,90,38,35,32,33,35,10,10,22,31,17,20,28,65,68,66,24,20,42,38,33,25,27,39
Jones,Nazair,Seahawks,DT,71,69,79,87,67,62,50,45,19,20,15,15,45,45,78,63,10,86,81,78,36,31,38,42,18,26,87,45,45,45,45,76,68,82,75,62,32,44,46,49,16,83,23,13,6,6,6,6,6
Fackrell,Kyler,Packers,ROLB,71,82,87,75,84,62,66,55,68,52,21,19,25,18,83,82,10,86,83,81,38,36,44,38,33,48,69,44,44,43,44,82,73,70,79,62,55,64,45,52,49,80,44,45,51,44,37,40,39
King,Kevin,Packers,CB,71,91,93,72,83,61,68,65,35,34,20,22,42,40,64,93,44,86,92,79,34,59,68,41,62,74,55,42,37,35,34,23,31,44,67,61,73,79,76,72,37,48,74,40,15,10,6,6,10
Lawrence-Stample,Nile,Browns,DT,70,68,82,88,67,67,36,31,23,21,17,17,45,45,78,68,9,86,77,80,36,18,27,30,17,24,82,46,45,44,45,75,58,77,75,67,20,28,25,30,13,76,20,15,6,6,6,6,6
Vannett,Nick,Seahawks,TE,70,76,83,73,81,50,79,76,29,21,21,19,72,63,30,80,18,86,84,78,68,60,74,65,58,62,73,62,61,57,57,17,17,46,43,22,14,21,70,78,61,35,17,65,15,10,6,6,10
Weems,Eric,Titans,WR,69,85,88,49,88,80,79,74,30,30,26,26,59,22,21,81,90,86,89,70,40,90,87,36,84,87,40,30,30,30,30,15,15,45,15,15,15,20,75,73,70,12,10,59,10,10,10,10,10
Cassel,Matt,Titans,QB,69,70,69,57,64,78,25,55,84,79,12,15,20,25,24,54,10,86,90,85,20,36,67,24,40,48,20,20,20,25,25,10,10,24,30,28,10,28,12,10,15,12,10,12,84,74,72,76,76
Fant,George,Seahawks,LT,69,78,81,82,76,72,70,61,13,15,15,11,74,73,55,86,10,86,87,83,64,54,52,62,54,60,76,71,73,76,83,60,52,55,52,28,12,13,68,66,52,63,10,53,6,6,6,6,6
Thompson,Deonte,Bears,WR,69,92,93,67,89,69,78,68,20,20,10,15,44,35,38,88,82,86,85,61,47,74,61,53,77,85,45,48,45,42,38,21,29,47,44,36,65,61,77,71,66,15,15,69,15,10,6,6,10
Jenkins,Jordan,Jets,LOLB,69,76,85,84,81,65,44,48,23,24,21,18,30,22,81,83,10,86,83,70,31,29,33,36,29,34,71,44,44,44,44,65,77,66,76,65,62,71,27,24,15,83,42,22,6,6,6,6,6
Brown,Arthur,Seahawks,MLB,69,86,88,69,87,64,52,56,36,33,10,16,45,45,84,81,10,86,90,86,47,45,42,35,45,35,80,45,45,45,45,60,72,74,83,64,65,71,40,35,15,78,60,15,6,6,6,6,6
Russell,KeiVarae,Bengals,CB,69,89,89,69,93,59,63,62,27,26,18,17,22,20,69,90,56,86,90,83,28,62,57,33,61,70,45,43,44,43,44,26,28,58,76,59,74,78,52,46,26,50,69,27,6,6,6,6,6
Reid,Caraun,Chargers,LE,68,75,85,75,67,69,32,40,26,26,25,25,45,45,73,74,11,86,72,69,25,12,25,29,10,10,84,45,45,45,45,76,59,79,78,69,20,25,15,15,15,72,10,15,6,6,6,6,6
Sirles,Jeremiah,Vikings,RT,68,60,74,78,60,66,35,40,30,30,25,25,76,73,41,69,10,86,92,94,25,11,10,30,10,10,77,77,72,84,74,10,10,20,25,15,12,15,15,15,15,24,10,15,6,6,6,6,6
Rolle,Jumal,Cardinals,CB,68,88,92,67,89,62,62,56,40,40,25,25,45,45,47,86,65,86,88,70,28,68,59,35,69,72,46,45,45,45,45,34,39,43,63,62,74,73,40,40,30,45,65,35,6,6,6,6,6
Isidora,Danny,Vikings,RG,68,72,83,85,63,60,26,23,25,24,11,11,76,74,32,72,10,86,83,80,29,11,15,10,10,10,79,76,84,73,78,10,10,33,27,10,12,12,15,15,15,38,10,15,6,6,6,6,6
Kelly,Chad,Broncos,QB,68,80,84,65,71,60,29,62,91,70,21,20,30,18,31,69,11,86,94,77,49,51,71,42,37,55,31,20,19,19,18,10,12,26,32,21,12,18,22,24,27,28,12,19,80,76,70,76,80
Schreck,Mason,Bengals,TE,68,80,89,70,77,52,80,76,35,32,20,22,67,60,40,83,30,86,83,79,77,48,75,68,52,64,66,62,64,60,60,10,10,36,42,23,18,25,78,75,54,39,20,61,15,10,6,6,10
Towbridge,Keith,Bills,TE,68,82,85,76,76,51,73,68,31,36,20,16,65,63,34,89,25,86,83,85,76,63,60,68,55,59,73,74,70,65,64,20,20,36,38,13,12,15,73,76,61,32,20,64,15,10,6,6,10
Steen,Anthony,Dolphins,LG,67,61,77,83,61,72,35,40,31,29,16,12,72,75,35,68,10,86,79,85,25,15,10,10,10,10,71,72,76,78,82,10,10,29,35,26,11,19,15,15,15,25,10,15,6,6,6,6,6
Harris,Anthony,Vikings,FS,67,87,89,59,88,70,65,52,21,20,22,15,35,35,57,87,30,86,87,72,37,61,53,36,57,69,56,45,45,45,45,29,40,65,83,70,56,69,68,59,41,56,68,30,6,6,6,6,6
Bennett,Michael,Jaguars,DT,67,71,82,79,68,65,33,45,14,13,17,11,45,45,76,82,10,86,73,77,35,10,29,37,35,33,82,45,45,45,45,61,78,78,78,65,15,30,15,15,15,73,10,15,6,6,6,6,6
Reeves-Maybin,Jalen,Lions,LOLB,67,83,87,70,83,63,58,54,13,35,20,11,45,45,77,85,10,86,88,77,24,32,36,34,34,47,64,45,45,45,45,60,69,73,81,63,69,63,40,43,20,82,49,16,6,6,6,6,6
Therezie,Robenson,Saints,FS,67,92,91,71,82,61,57,58,30,28,45,35,45,45,67,85,45,86,88,75,35,57,56,39,55,54,61,45,45,45,45,44,50,51,72,61,61,74,45,42,20,71,62,20,6,6,6,6,6
Brown,Noah,Cowboys,WR,67,87,88,72,87,52,85,72,33,28,22,20,56,50,28,86,75,86,88,75,42,64,74,80,63,71,58,56,55,45,45,10,10,26,31,22,16,24,86,80,64,24,10,79,27,23,19,17,28
Stanton,Drew,Cardinals,QB,66,76,81,63,73,69,35,68,89,74,27,21,19,26,28,67,10,86,92,80,20,30,70,38,64,69,19,19,19,20,20,10,10,20,35,24,12,12,12,10,10,12,10,12,76,73,72,66,77
Benenoch,Caleb,Buccaneers,RG,66,73,84,78,68,64,25,33,25,22,22,21,76,72,33,77,10,86,83,75,30,21,18,27,16,22,73,84,76,74,67,25,15,39,29,20,13,15,15,25,15,37,10,40,6,6,6,6,6
Dielman,J.J.,Bengals,C,66,69,75,85,69,62,22,18,27,9,9,14,75,74,28,79,10,86,86,79,30,15,20,27,12,17,81,82,75,79,72,10,10,27,34,23,9,11,16,23,18,37,10,15,6,6,6,6,6
Adams,Jerell,Giants,TE,66,84,87,72,78,59,77,70,30,29,21,19,61,65,33,81,18,86,83,77,70,44,65,57,58,61,63,62,61,57,57,17,17,29,28,22,14,21,70,69,60,27,17,63,15,10,6,6,10
Turner,Paul,Eagles,WR,66,88,90,59,87,57,79,67,44,22,23,22,53,41,48,91,75,86,87,77,57,80,73,53,72,76,45,24,24,26,24,29,34,30,52,47,44,56,81,77,66,43,48,64,42,40,37,39,56
Cunningham,Jerome,Titans,TE,66,82,87,78,77,56,70,65,35,35,30,30,67,51,44,82,35,86,89,77,48,61,66,62,68,64,58,59,60,55,54,10,10,37,45,20,15,20,73,68,66,12,18,67,15,10,6,6,10
DeCoud,Treston,Texans,CB,66,87,90,55,90,56,63,59,35,35,20,20,45,45,67,76,56,86,92,73,33,62,68,35,63,69,56,45,45,45,45,30,42,57,77,56,77,74,57,62,25,67,78,30,6,6,6,6,6
Bray,Quan,Colts,WR,65,89,91,62,87,64,75,70,38,28,26,28,42,40,39,83,86,86,87,72,35,77,78,43,77,81,43,42,45,44,42,10,10,35,40,20,11,20,72,79,65,12,19,57,25,20,15,10,15
Taylor,Jordan,Broncos,WR,65,88,90,56,86,61,82,58,55,31,15,19,51,49,39,87,76,86,88,89,48,54,63,58,60,66,53,40,42,35,35,28,28,31,38,25,20,30,84,78,68,47,21,68,51,43,39,42,45
Warmsley,Julius,Dolphins,DT,65,73,77,84,70,55,33,36,23,21,17,17,44,44,74,80,9,86,79,78,45,20,18,37,20,27,82,46,45,44,45,75,66,76,74,55,18,26,30,28,18,82,18,15,6,6,6,6,6
Jefferson,Quinton,Seahawks,LE,65,74,84,79,75,51,36,39,10,22,21,20,33,22,77,77,10,86,82,83,25,15,10,10,25,28,82,45,45,45,45,68,81,77,80,51,15,25,15,15,10,76,25,35,6,6,6,6,6
Jones,Brett,Giants,C,64,68,74,84,58,56,29,36,24,21,20,20,75,77,41,74,9,86,83,78,30,24,23,25,20,21,77,80,78,77,76,12,13,26,31,19,12,14,14,14,13,47,8,15,6,6,6,6,6
Vaeao,Destiny,Eagles,DT,64,66,79,84,61,56,31,41,23,21,17,17,44,44,79,70,9,86,75,80,29,15,18,25,17,16,81,46,45,44,45,78,62,72,73,56,18,26,16,14,13,73,13,15,6,6,6,6,6
Perkins,Joshua,Falcons,TE,64,84,86,61,83,55,78,66,30,24,29,18,58,53,50,86,10,86,87,75,57,63,70,63,55,64,54,45,45,45,45,40,30,40,30,25,15,20,82,73,61,44,15,64,37,32,29,24,30
Clark,Jeremy,Jets,CB,64,86,89,73,82,53,63,58,35,35,20,20,45,45,67,84,55,86,90,74,25,46,55,27,52,64,48,45,45,45,45,26,35,48,72,53,76,70,53,58,27,73,81,23,6,6,6,6,6
Ervin,Tyler,Texans,HB,64,92,91,64,87,53,58,78,26,20,21,20,28,50,29,91,77,86,86,77,56,72,80,61,70,81,26,44,43,49,47,11,12,26,38,20,14,19,51,52,53,21,16,59,26,20,18,15,15
Spruce,Nelson,Rams,WR,64,86,88,54,86,53,78,62,35,31,23,22,53,48,38,84,63,86,88,81,52,76,67,57,71,76,52,44,44,36,34,11,11,31,37,21,16,24,74,78,72,29,16,67,15,10,6,6,10
Roos,Jordan,Seahawks,LG,64,65,78,94,70,51,24,20,22,25,20,20,75,70,37,71,10,86,79,86,25,13,16,27,12,16,79,86,88,87,91,10,10,26,28,10,12,12,12,14,12,40,10,10,6,6,6,6,6
Jones,Jarron,Giants,DT,64,58,75,83,67,51,31,24,22,19,20,20,45,45,76,63,10,86,74,76,32,23,27,34,22,26,82,45,45,45,45,75,74,79,78,51,22,31,16,20,17,79,18,13,6,6,6,6,6
Ellis,Alex,Jaguars,TE,64,79,86,74,78,51,76,69,30,29,21,19,65,67,49,85,18,86,82,81,62,41,67,56,44,61,62,62,61,57,57,30,24,46,52,27,18,24,76,71,56,43,14,60,15,10,6,6,10
Elliott,DeAndre,Seahawks,CB,64,89,88,65,91,50,62,61,36,36,26,26,45,45,54,95,49,86,89,78,36,60,58,38,65,74,45,45,45,45,45,35,45,35,67,50,72,78,52,51,24,50,77,45,6,6,6,6,6
Boykin,Trevone,Seahawks,QB,64,81,86,63,94,50,31,53,93,77,21,20,21,17,24,79,20,86,89,86,38,82,87,34,49,89,19,20,19,19,18,9,9,21,28,20,12,18,20,20,18,11,9,19,78,70,66,66,79
Raymond,Kalif,Broncos,WR,64,94,94,53,91,48,79,66,35,31,23,22,51,38,44,82,81,86,88,75,32,75,78,53,77,81,41,44,44,36,34,11,16,34,52,24,22,31,80,73,69,42,22,55,15,10,6,6,10
Bell,Kenny,Ravens,WR,63,92,95,59,93,58,76,65,35,31,20,18,60,35,28,92,79,86,87,79,30,73,71,41,74,78,55,62,64,39,37,10,10,47,49,25,15,25,72,65,59,12,10,66,15,10,6,6,10
